,duration,id,index,location,match_id,minute,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,team,timestamp,type,location_x,location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z,related_events1,related_events2,related_events3
250,1.080804,bf89fc93-6097-4fa3-9bee-fbb254998410,1269,"[95.9, 36.1]",3775626,28,1,Regular Play,Lauren Hemp,15555,Left Wing,62,Manchester City WFC,746,['ec7d0f76-d64a-429d-98bd-ca9933d5995d'],3,Left Foot,"[120.0, 48.2, 5.4]",Off T,0.02765422,Half Volley,Open Play,Manchester City WFC,-2208987116808,Shot,95.9,36.1,120.0,48.2,5.4,ec7d0f76-d64a-429d-98bd-ca9933d5995d,,
251,0.5665629999999999,de74da57-6512-480d-bd3c-eefc92519d36,1378,"[110.8, 30.7]",3775626,30,1,Regular Play,Georgia Stanway,4643,Right Center Midfield,67,Manchester City WFC,746,['9696829a-1123-4859-97ca-af879f65109e'],22,Right Foot,"[120.0, 36.5, 1.0]",Goal,0.3464235,Normal,Open Play,Manchester City WFC,-2208986977226,Shot,110.8,30.7,120.0,36.5,1.0,9696829a-1123-4859-97ca-af879f65109e,,
252,0.5583,37373b62-12cb-4c92-9eba-50cda4dff22c,1445,"[103.8, 36.3]",3775626,32,1,Regular Play,Georgia Stanway,4643,Right Center Midfield,69,Manchester City WFC,746,['7768c28d-9b0b-4d45-8bf0-25abef57e19d'],9,Right Foot,"[120.0, 33.6, 0.0]",Off T,0.062927075,Normal,Open Play,Manchester City WFC,-2208986870209,Shot,103.8,36.3,120.0,33.6,0.0,7768c28d-9b0b-4d45-8bf0-25abef57e19d,,
253,1.459918,0a8e0363-8bca-4ed6-8ef8-fc6e8de631d3,1538,"[107.2, 41.1]",3775626,34,1,From Throw In,Lauren Hemp,15555,Left Wing,73,Manchester City WFC,746,"['53d152fc-67ac-44d3-b9c3-f7f739d56541', '776cd3f1-7dd5-48d5-84f6-8283eac86cbf']",3,Head,"[116.7, 39.4, 1.9]",Saved,0.029680988000000002,Normal,Open Play,Manchester City WFC,-2208986756320,Shot,107.2,41.1,116.7,39.4,1.9,53d152fc-67ac-44d3-b9c3-f7f739d56541,776cd3f1-7dd5-48d5-84f6-8283eac86cbf,
254,0.536783,29114539-98be-43dc-912b-e9afbda9f10b,1666,"[108.9, 50.1]",3775626,36,1,Regular Play,Janine Elizabeth Beckie,4992,Right Back,94,Manchester City WFC,746,['f76a9561-6b58-4826-8b90-52ff5c80aaa0'],25,Right Foot,"[118.6, 40.7, 1.1]",Saved,0.09635408000000001,Normal,Open Play,Manchester City WFC,-2208986614522,Shot,108.9,50.1,118.6,40.7,1.1,f76a9561-6b58-4826-8b90-52ff5c80aaa0,,
255,0.354081,ed57ec7e-fab3-43c4-ad8f-73ecf6b740d0,1670,"[115.1, 37.8]",3775626,37,1,From Corner,Lauren Hemp,15555,Left Wing,95,Manchester City WFC,746,['0f873a9e-8c4e-4e51-8e9c-f3808f963af4'],14,Head,"[120.0, 36.9, 1.6]",Goal,0.21916072,Normal,Open Play,Manchester City WFC,-2208986565397,Shot,115.1,37.8,120.0,36.9,1.6,0f873a9e-8c4e-4e51-8e9c-f3808f963af4,,
256,1.31635,d626f6a5-1098-44ea-b9a4-462f36b3a06a,1685,"[91.7, 43.7]",3775626,38,1,Regular Play,Jill Scott,10172,Center Defensive Midfield,97,Manchester City WFC,746,['e00ede45-f5c9-49fd-b857-35fcec40975c'],10,Right Foot,"[120.0, 39.4, 3.5]",Off T,0.027872872000000003,Normal,Open Play,Manchester City WFC,-2208986509133,Shot,91.7,43.7,120.0,39.4,3.5,e00ede45-f5c9-49fd-b857-35fcec40975c,,
257,1.31799,c8abcc4b-afe6-4d97-a6c3-0a9170e825c3,1699,"[100.2, 38.1]",3775626,38,1,From Goal Kick,Jill Scott,10172,Center Defensive Midfield,98,Aston Villa,2647,['3e31cf1a-a38a-4ac6-8c22-ddf7c228e064'],34,Right Foot,"[120.0, 49.1, 0.6000000000000001]",Off T,0.08457234500000001,Normal,Open Play,Manchester City WFC,-2208986485791,Shot,100.2,38.1,120.0,49.1,0.6000000000000001,3e31cf1a-a38a-4ac6-8c22-ddf7c228e064,,
258,0.592545,17625038-c724-43d8-87a6-fad767746942,1940,"[113.9, 35.7]",3775626,44,1,From Goal Kick,Ellen White,10180,Center Forward,110,Manchester City WFC,746,['cafb6845-01fd-49f4-93a5-c568096afb2a'],53,Right Foot,"[120.0, 38.0, 0.1]",Goal,0.22484174,Normal,Open Play,Manchester City WFC,-2208986106406,Shot,113.9,35.7,120.0,38.0,0.1,cafb6845-01fd-49f4-93a5-c568096afb2a,,
259,1.297352,502afbb3-a612-407b-825d-e1654c99a37a,2129,"[92.6, 44.0]",3775626,48,2,Regular Play,Georgia Stanway,4643,Right Center Midfield,118,Manchester City WFC,746,['cfde7702-c754-4693-bc45-472d698bb931'],59,Right Foot,"[120.0, 31.8, 0.0]",Off T,0.012891011,Normal,Open Play,Manchester City WFC,-2208988560025,Shot,92.6,44.0,120.0,31.8,0.0,cfde7702-c754-4693-bc45-472d698bb931,,
260,0.294402,ff1d7b97-7a8b-4aaf-8a51-6f3cce70a1d6,2244,"[115.3, 28.9]",3775626,51,2,Regular Play,Chloe Kelly,15570,Left Wing,125,Manchester City WFC,746,['9323a656-876b-46f8-877f-ca33095636f1'],26,Left Foot,"[120.0, 35.7, 0.8]",Post,0.11833784,Normal,Open Play,Manchester City WFC,-2208988413578,Shot,115.3,28.9,120.0,35.7,0.8,9323a656-876b-46f8-877f-ca33095636f1,,
261,1.027099,a53f869c-0283-4f5d-8814-ce28eee8e911,2670,"[104.5, 57.3]",3775626,61,2,Regular Play,Jessica Park,19498,Right Wing,149,Manchester City WFC,746,['cea9fcb1-5125-47e2-bc42-2678495ed273'],48,Right Foot,"[120.0, 42.5, 3.7]",Off T,0.027036011000000002,Normal,Open Play,Manchester City WFC,-2208987791131,Shot,104.5,57.3,120.0,42.5,3.7,cea9fcb1-5125-47e2-bc42-2678495ed273,,
262,1.401557,6ac76bf9-fe43-473b-a87a-e2f299b79de1,2858,"[90.2, 31.6]",3775626,66,2,Regular Play,Chloe Kelly,15570,Left Wing,156,Manchester City WFC,746,['c95bcdbc-bb73-4a12-a95f-8307cb053e6c'],3,Right Foot,"[120.0, 43.2, 4.3]",Off T,0.019438425000000002,Normal,Open Play,Manchester City WFC,-2208987536859,Shot,90.2,31.6,120.0,43.2,4.3,c95bcdbc-bb73-4a12-a95f-8307cb053e6c,,
263,0.18809199999999998,3aa5936b-dc52-4a6b-b13f-1052e8ebcf2d,3349,"[117.5, 35.2]",3775626,78,2,Regular Play,Chloe Kelly,15570,Left Wing,178,Manchester City WFC,746,['e544ad56-fdc4-4dd1-8317-40dfec3a5575'],38,Right Foot,"[120.0, 37.2, 0.5]",Goal,0.81268615,Normal,Open Play,Manchester City WFC,-2208986781906,Shot,117.5,35.2,120.0,37.2,0.5,e544ad56-fdc4-4dd1-8317-40dfec3a5575,,
264,3.085741,2bdb74e7-87bc-4a7b-837a-f771de8b8c37,3409,"[106.8, 37.7]",3775626,80,2,Regular Play,Jill Scott,10172,Center Defensive Midfield,180,Manchester City WFC,746,['7a9d7e0f-9424-4967-88de-bb7fbe329524'],31,Right Foot,"[107.7, 72.0]",Wayward,0.20762648,Normal,Open Play,Manchester City WFC,-2208986668530,Shot,106.8,37.7,107.7,72.0,,7a9d7e0f-9424-4967-88de-bb7fbe329524,,
265,0.498322,96302474-59ec-4028-936d-7c3b400c0164,3417,"[98.1, 52.9]",3775626,80,2,Regular Play,Laura Coombs,19416,Left Center Midfield,180,Manchester City WFC,746,"['2ff594eb-bd0b-464b-9ab2-774d1b5bd18a', '793434f6-7cae-49dd-bd5a-8ade64ea81c6', '9f63ae99-2da8-4ea4-890a-c3729b1c4ad2']",39,Right Foot,"[107.2, 44.6]",Blocked,0.033731330000000004,Half Volley,Open Play,Manchester City WFC,-2208986660632,Shot,98.1,52.9,107.2,44.6,,2ff594eb-bd0b-464b-9ab2-774d1b5bd18a,793434f6-7cae-49dd-bd5a-8ade64ea81c6,9f63ae99-2da8-4ea4-890a-c3729b1c4ad2
266,1.3002829999999999,56a8a1d0-cdd1-4983-876f-86f72395d42e,3514,"[98.1, 17.6]",3775626,83,2,From Free Kick,Stephanie Houghton,10185,Right Center Back,185,Manchester City WFC,746,['d1c2923d-9500-4189-9a25-6ce5aee89960'],32,Right Foot,"[120.0, 35.3, 0.8]",Off T,0.037882224,Normal,Free Kick,Manchester City WFC,-2208986487090,Shot,98.1,17.6,120.0,35.3,0.8,d1c2923d-9500-4189-9a25-6ce5aee89960,,
267,0.28005199999999997,c1f15fe9-a6d5-417c-8b84-e5db4d2e1f45,311,"[110.6, 45.6]",3775625,5,1,Regular Play,Ellen White,10180,Center Forward,12,Manchester City WFC,746,"['20c45d2b-d17f-4f71-b0cf-bb4890e58d8a', '510aecf3-8a53-424b-9d81-ca30026ce138']",42,Right Foot,"[113.3, 44.8]",Blocked,0.13681127,Backheel,Open Play,Manchester City WFC,-2208988457428,Shot,110.6,45.6,113.3,44.8,,20c45d2b-d17f-4f71-b0cf-bb4890e58d8a,510aecf3-8a53-424b-9d81-ca30026ce138,
268,0.14360599999999998,b455749e-8c10-41aa-ba6b-81ab67d1fda4,575,"[102.3, 34.1]",3775625,12,1,From Counter,Chloe Kelly,15570,Right Wing,25,Manchester City WFC,746,"['123477fc-3a88-4fa8-ba23-2303c4daaf30', 'f5427c2e-cc52-48d6-8c8f-95da35b2ef1c']",49,Left Foot,"[103.0, 34.4]",Blocked,0.092606165,Normal,Open Play,Manchester City WFC,-2208988030891,Shot,102.3,34.1,103.0,34.4,,123477fc-3a88-4fa8-ba23-2303c4daaf30,f5427c2e-cc52-48d6-8c8f-95da35b2ef1c,
269,1.425774,f3b2e258-90ea-491f-93cd-b04675f4e3cb,655,"[115.6, 41.3]",3775625,16,1,Regular Play,Ellen White,10180,Center Forward,31,Manchester City WFC,746,['be2f6447-a51b-4389-94a8-75ccac04d638'],4,Right Foot,"[120.0, 50.9, 0.8]",Off T,0.30279008,Half Volley,Open Play,Manchester City WFC,-2208987835345,Shot,115.6,41.3,120.0,50.9,0.8,be2f6447-a51b-4389-94a8-75ccac04d638,,
